CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
7532,Female,27,110,65
7533,Female,20,58,99
7534,Male,22,98,55
7535,Female,20,135,24
7536,Male,55,71,25
7537,Male,30,131,53
7538,Female,59,78,76
7539,Male,36,113,11
7540,Female,57,52,94
7541,Male,67,41,60
7542,Female,52,31,77
7543,Male,41,77,47
7544,Male,41,25,25
7545,Female,34,78,25
7546,Female,57,53,17
7547,Male,27,144,12
7548,Male,19,129,52
7549,Female,61,59,11
7550,Male,40,102,10
7551,Female,23,94,81
7552,Male,19,23,60
7553,Female,38,119,54
7554,Male,52,139,80
7555,Female,66,92,63
7556,Female,46,59,20
7557,Male,24,122,5
7558,Female,46,113,41
7559,Male,54,41,63
7560,Female,40,54,56
7561,Female,50,40,32
7562,Female,25,97,27
7563,Male,29,40,68
7564,Female,63,84,48
7565,Male,65,81,7
7566,Female,27,20,46
7567,Male,32,42,78
7568,Male,41,27,88
7569,Male,43,77,18
7570,Female,64,27,38
7571,Male,59,143,65
7572,Female,56,54,17
7573,Male,20,45,90
7574,Male,19,31,86
7575,Male,23,123,82
7576,Male,38,78,38
7577,Female,26,71,92
7578,Male,27,39,85
7579,Male,53,136,63
7580,Female,20,92,97
7581,Male,58,71,94
7582,Male,41,85,42
7583,Male,39,102,8
7584,Male,66,127,30
7585,Female,31,114,64
7586,Female,59,61,9
7587,Male,62,130,97
7588,Female,61,145,57
7589,Female,44,104,59
7590,Male,50,125,93
7591,Female,39,104,95
7592,Male,46,143,67
7593,Female,36,149,75
7594,Female,36,26,5
7595,Female,23,120,95
7596,Male,62,136,84
7597,Female,36,67,4
7598,Male,30,114,8
7599,Male,43,51,42
7600,Female,39,133,35
7601,Male,38,73,13
7602,Female,53,68,5
7603,Male,19,15,40
7604,Male,64,42,19
7605,Female,61,126,82
7606,Female,47,30,97
7607,Female,44,42,4
7608,Female,24,126,59
7609,Male,37,143,18
7610,Male,67,130,24
7611,Male,48,112,93
7612,Female,40,84,31
7613,Male,30,106,58
7614,Female,34,17,28
7615,Male,21,95,9
7616,Female,31,58,45
7617,Male,37,38,90
7618,Male,30,113,49
7619,Female,20,126,2
7620,Male,43,137,6
7621,Female,43,126,29
7622,Male,35,144,26
7623,Male,49,82,28
7624,Female,31,105,7
7625,Female,64,74,34
7626,Male,20,146,56
7627,Male,18,138,10
7628,Male,43,110,57
7629,Male,41,143,47
7630,Male,66,47,86
7631,Male,52,44,27
7632,Female,31,19,39
7633,Female,20,132,22
7634,Female,30,52,19
7635,Male,64,31,100
7636,Male,67,123,9
7637,Male,31,54,19
7638,Female,38,125,2
7639,Female,43,142,92
7640,Male,20,109,61
7641,Male,68,43,59
7642,Female,57,87,86
7643,Female,21,35,70
7644,Female,53,74,71
7645,Male,68,112,70
7646,Male,60,89,33
7647,Male,18,133,78
7648,Female,57,127,65
7649,Female,64,128,25
7650,Male,50,117,70
7651,Male,24,94,28
7652,Female,69,77,18
7653,Male,69,71,63
7654,Female,28,43,91
7655,Female,44,143,49
7656,Male,31,138,66
7657,Female,39,73,40
7658,Male,33,100,85
7659,Female,63,85,87
7660,Female,29,103,66
7661,Male,66,112,80
7662,Female,63,58,4
7663,Male,27,130,34
7664,Male,41,89,5
7665,Female,63,37,98
7666,Male,35,59,22
7667,Male,39,106,20
7668,Male,26,27,47
7669,Male,34,48,77
7670,Male,55,84,34
7671,Male,57,122,44
7672,Female,30,147,6
7673,Male,67,140,56
7674,Female,54,35,29
7675,Female,23,145,97
7676,Male,38,37,53
7677,Female,68,33,1
7678,Female,53,64,59
7679,Male,24,34,48
7680,Male,53,130,7
7681,Male,42,106,86
7682,Female,28,107,32
7683,Female,61,97,78
7684,Male,31,67,61
7685,Male,62,137,57
7686,Female,46,99,51
7687,Female,27,96,88
7688,Female,67,23,19
7689,Female,65,18,27
7690,Male,22,39,63
7691,Female,25,48,60
7692,Female,63,87,61
7693,Female,22,96,61
7694,Female,41,18,87
7695,Male,57,21,45
7696,Male,43,29,21
7697,Female,23,52,44
7698,Female,33,105,93
7699,Male,53,66,1
7700,Male,29,95,95
7701,Female,28,114,91
7702,Female,20,21,44
7703,Male,61,121,100
7704,Male,54,59,62
7705,Male,23,73,61
7706,Male,36,136,91
7707,Male,35,35,79
7708,Male,33,17,89
7709,Female,40,16,79
7710,Male,60,43,83
7711,Male,54,51,50
7712,Male,26,59,75
7713,Male,20,134,41
7714,Female,25,60,33
7715,Female,55,67,87
7716,Male,21,59,12
7717,Female,29,46,2
7718,Female,61,32,21
7719,Female,48,27,14
7720,Female,42,146,34
7721,Female,33,37,79
7722,Female,59,76,85
7723,Male,31,68,64
7724,Male,30,83,23
7725,Male,58,28,85
7726,Male,24,112,50
7727,Male,29,42,14
7728,Female,54,109,85
7729,Male,67,85,76
7730,Male,21,81,46
7731,Female,19,114,5
7732,Female,52,75,66
7733,Male,61,117,22
7734,Female,20,133,70
7735,Female,21,31,2
7736,Female,55,63,29
7737,Female,29,92,61
7738,Male,36,60,100
7739,Female,27,107,71
7740,Male,18,135,16
7741,Male,34,27,64
7742,Female,33,59,97
7743,Female,26,31,97
7744,Female,26,61,14
7745,Male,26,76,43
7746,Female,29,57,76
7747,Female,58,82,43
7748,Female,32,138,70
7749,Female,19,123,55
7750,Female,28,42,76
7751,Male,28,108,31
7752,Female,25,132,76
7753,Female,49,105,74
7754,Female,23,98,40
7755,Male,37,47,27
7756,Female,56,39,52
7757,Male,52,33,7
7758,Male,25,120,46
7759,Female,67,47,100
7760,Female,66,81,33
7761,Female,60,56,91
7762,Male,51,109,8
7763,Male,36,61,5
7764,Male,24,49,61
7765,Male,48,131,72
7766,Male,35,90,60
7767,Male,57,142,85
7768,Female,31,69,24
7769,Female,56,112,7
7770,Male,53,122,61
7771,Female,34,63,83
7772,Female,54,127,95
7773,Male,61,148,36
7774,Male,26,84,27
7775,Female,37,100,29
7776,Male,62,53,87
7777,Male,45,145,20
7778,Female,67,24,70
7779,Male,37,17,76
7780,Female,58,60,76
7781,Female,53,81,3
7782,Female,44,111,39
7783,Female,25,33,99
7784,Female,49,76,83
7785,Male,18,112,45
7786,Male,34,71,68
7787,Male,26,109,31
7788,Male,37,121,38
7789,Female,62,102,97
7790,Female,49,129,6
7791,Male,19,133,8
7792,Female,49,66,28
7793,Male,62,55,15
7794,Male,26,62,95
7795,Male,47,105,8
7796,Female,37,53,54
7797,Female,55,27,6
7798,Female,18,146,29
7799,Female,22,110,34
7800,Male,52,123,7
7801,Female,53,118,40
7802,Female,18,112,74
7803,Female,31,57,13
7804,Male,26,102,62
7805,Male,47,107,86
7806,Female,41,140,85
7807,Female,21,123,65
7808,Female,67,61,41
7809,Female,31,106,42
7810,Male,42,55,66
7811,Female,21,17,93
7812,Female,42,135,11
7813,Female,27,91,50
7814,Male,52,109,71
7815,Male,24,27,35
7816,Female,59,119,94
7817,Female,30,32,80
7818,Female,21,51,79
7819,Female,67,69,20
7820,Female,60,66,28
7821,Male,53,50,37
7822,Male,31,128,3
7823,Male,35,66,93
7824,Female,25,33,59
7825,Male,49,106,73
7826,Male,44,62,27
7827,Male,59,115,32
7828,Female,54,113,48
7829,Female,40,61,46
7830,Male,24,81,95
7831,Female,29,45,47
7832,Male,42,90,90
7833,Male,20,22,40
7834,Male,43,58,3
7835,Male,21,49,75
7836,Female,59,28,29
7837,Female,53,124,91
7838,Female,32,18,58
7839,Female,49,126,50
7840,Male,46,83,10
7841,Female,27,63,61
7842,Male,38,69,99
7843,Female,33,95,61
7844,Female,64,129,23
7845,Female,36,89,6
7846,Male,46,112,75
7847,Male,69,141,60
7848,Male,68,125,27
7849,Male,35,115,55
7850,Female,61,128,31
7851,Male,33,43,30
7852,Male,18,76,67
7853,Female,65,67,13
7854,Female,19,131,59
7855,Male,32,105,54
7856,Female,56,120,21
7857,Male,45,100,43
7858,Female,18,142,11
7859,Male,22,114,67
7860,Male,59,108,38
7861,Male,39,90,95
7862,Male,53,17,24
7863,Male,63,95,51
7864,Female,30,119,76
7865,Male,18,46,61
7866,Male,33,22,46
7867,Male,58,101,43
7868,Male,39,44,27
7869,Male,49,88,85
7870,Female,33,137,89
7871,Female,68,135,30
7872,Male,32,52,94
7873,Female,63,129,63
7874,Male,69,123,10
7875,Female,59,92,3
7876,Female,29,50,77
7877,Male,18,104,60
7878,Female,34,54,27
7879,Female,58,88,82
7880,Male,68,60,45
7881,Male,67,121,62
7882,Female,45,114,24
7883,Female,24,75,46
7884,Female,26,17,78
7885,Male,39,96,44
7886,Female,43,21,63
7887,Female,29,45,4
7888,Female,24,79,16
7889,Male,63,109,51
7890,Male,64,78,74
7891,Male,32,91,91
7892,Male,55,17,48
7893,Female,38,107,65
7894,Male,31,49,69
7895,Female,19,29,77
7896,Female,25,35,45
7897,Female,62,76,3
7898,Female,23,97,17
7899,Male,54,18,83
7900,Male,54,81,37
7901,Male,50,108,5
7902,Male,58,72,47
7903,Male,23,144,44
7904,Female,69,39,88
7905,Male,43,25,33
7906,Male,56,15,21
7907,Male,58,62,67
7908,Male,54,127,68
7909,Female,31,95,32
7910,Female,54,44,24
7911,Female,25,128,35
7912,Female,56,33,18
7913,Female,30,124,67
7914,Male,30,48,54
7915,Female,57,46,26
7916,Female,60,90,60
7917,Female,45,140,88
7918,Male,35,148,65
7919,Male,36,100,51
7920,Female,55,89,98
7921,Male,49,149,60
7922,Male,39,59,59
7923,Female,19,79,76
7924,Male,30,108,17
7925,Male,40,33,85
7926,Male,42,133,21
7927,Female,45,61,67
7928,Female,28,60,28
7929,Female,50,43,89
7930,Male,41,114,44
7931,Female,19,79,70
7932,Male,47,142,62
7933,Male,34,65,42
7934,Male,57,36,94
7935,Female,51,124,96
7936,Female,55,85,22
7937,Female,39,47,38
7938,Female,22,141,14
7939,Male,65,123,98
7940,Female,57,114,26
7941,Male,68,58,40
7942,Female,33,21,54
7943,Female,30,142,13
7944,Female,43,105,94
7945,Male,48,144,19
7946,Male,69,31,42
7947,Male,56,79,41
7948,Male,65,124,50
7949,Male,40,44,3
7950,Female,65,106,31
7951,Male,29,89,76
7952,Male,31,119,15
7953,Male,35,45,54
7954,Male,44,111,53
7955,Female,45,65,45
7956,Male,35,72,38
7957,Female,33,48,78
7958,Female,69,35,99
7959,Female,33,51,80
7960,Male,30,78,50
7961,Female,46,138,24
7962,Male,26,115,17
7963,Male,43,133,18
7964,Male,45,99,42
7965,Male,58,92,17
7966,Male,30,118,16
7967,Female,53,86,85
7968,Female,26,117,88
7969,Male,64,91,98
7970,Female,31,124,52
7971,Male,68,33,36
7972,Female,29,144,91
7973,Female,49,148,39
7974,Female,55,147,81
7975,Female,20,76,25
7976,Female,69,117,42
7977,Male,33,114,21
7978,Male,37,66,68
7979,Female,49,63,89
7980,Male,40,114,59
7981,Female,34,140,30
7982,Male,33,132,57
7983,Female,55,68,33
7984,Female,25,133,90
7985,Female,36,147,89
7986,Male,47,112,53
7987,Male,51,50,16
7988,Female,31,95,49
7989,Female,39,99,88
7990,Male,61,97,5
7991,Male,34,77,77
7992,Male,32,81,94
7993,Male,67,17,60
7994,Male,65,56,71
7995,Female,49,38,81
7996,Male,30,58,55
7997,Female,38,143,91
7998,Female,66,129,35
7999,Male,57,50,69
8000,Male,50,52,42
8001,Female,44,96,69
8002,Male,52,43,24
8003,Female,33,55,71
8004,Male,45,102,71
8005,Male,51,62,55
8006,Male,64,128,14
8007,Female,18,36,55
8008,Male,58,113,15
8009,Female,65,31,5
8010,Male,48,100,4
8011,Female,53,147,30
8012,Male,61,75,84
8013,Female,50,103,53
8014,Female,50,148,90
8015,Female,56,95,73
8016,Female,35,109,30
8017,Female,40,73,86
8018,Female,40,68,94
8019,Male,32,140,84
8020,Female,43,62,92
8021,Female,47,82,61
8022,Female,42,121,71
8023,Male,62,92,68
8024,Male,33,91,92
8025,Male,56,41,55
8026,Female,65,102,99
8027,Male,62,86,97
8028,Male,31,61,71
8029,Female,34,117,73
8030,Female,29,35,98
8031,Male,46,129,42
8032,Female,49,71,98
8033,Female,41,119,77
8034,Female,69,109,29
8035,Female,30,124,35
8036,Male,37,41,45
8037,Female,32,142,74
8038,Male,21,90,94
8039,Male,51,49,90
8040,Male,45,112,99
8041,Male,67,50,92
8042,Female,19,80,29
8043,Female,64,70,70
8044,Female,47,108,3
8045,Male,43,120,93
8046,Male,68,98,57
8047,Male,64,32,66
8048,Female,43,139,22
8049,Male,37,16,27
8050,Female,59,90,22
8051,Female,45,40,74
8052,Female,37,61,49
8053,Female,28,44,83
8054,Male,27,70,24
8055,Female,40,133,27
8056,Male,54,146,36
8057,Female,58,144,17
8058,Male,69,35,56
8059,Male,36,82,10
8060,Female,62,140,54
8061,Female,35,57,81
8062,Female,66,114,74
8063,Male,44,137,74
8064,Female,23,107,38
8065,Female,27,143,81
8066,Male,19,130,90
8067,Female,41,129,90
8068,Male,55,133,98
8069,Female,45,107,4
8070,Male,45,23,50
8071,Male,62,87,91
8072,Female,67,40,61
8073,Male,56,120,21
8074,Female,19,82,36
8075,Female,63,124,46
8076,Male,22,145,95
8077,Female,67,39,71
8078,Male,28,35,44
8079,Male,27,68,64
8080,Male,60,15,98
8081,Male,19,142,18
8082,Male,32,15,88
8083,Male,56,149,13
8084,Male,58,24,13
8085,Male,54,54,25
8086,Female,24,59,5
8087,Female,37,101,39
8088,Male,51,41,29
8089,Female,52,64,57
8090,Female,51,75,46
8091,Female,39,27,33
8092,Female,48,99,88
8093,Female,40,98,10
8094,Female,36,34,58
8095,Male,21,45,25
8096,Female,41,22,74
8097,Female,37,38,39
8098,Female,56,47,16
8099,Female,45,56,60
8100,Male,56,108,28
8101,Male,34,51,76
8102,Male,36,48,44
8103,Male,65,67,58
8104,Female,52,110,32
8105,Male,49,119,63
8106,Male,64,62,93
8107,Male,63,54,45
8108,Male,64,102,53
8109,Female,63,57,61
8110,Male,56,31,50
8111,Female,52,116,27
8112,Male,47,125,26
8113,Female,34,84,3
8114,Female,59,74,90
8115,Male,64,91,39
8116,Male,46,49,65
8117,Male,23,30,35
8118,Male,34,52,53
8119,Female,34,46,91
8120,Female,31,21,46
8121,Male,41,60,68
8122,Male,67,32,83
8123,Female,54,85,22
8124,Male,57,54,60
8125,Female,56,102,6
8126,Male,49,92,52
8127,Female,53,19,73
8128,Female,67,100,75
8129,Female,54,36,86
8130,Female,65,88,73
8131,Female,31,104,29
8132,Male,44,93,43
8133,Female,36,133,74
8134,Male,48,143,34
8135,Female,63,92,31
8136,Female,26,50,86
8137,Male,55,109,46
8138,Male,34,42,4
8139,Male,36,112,2
8140,Male,61,49,5
8141,Female,21,76,46
8142,Male,65,101,79
8143,Female,28,122,19
8144,Male,39,139,38
8145,Male,21,93,59
8146,Female,34,139,79
8147,Female,25,75,72
8148,Male,63,40,20
8149,Female,51,71,76
8150,Female,28,146,68
8151,Female,48,56,53
8152,Female,28,36,55
8153,Female,55,104,39
8154,Female,38,72,36
8155,Female,63,21,58
8156,Female,47,65,15
8157,Male,27,104,1
8158,Female,43,122,95
8159,Male,44,23,9
8160,Female,25,52,23
8161,Female,56,125,52
8162,Female,25,27,26
8163,Female,25,21,60
8164,Male,51,81,18
8165,Male,33,55,97
8166,Female,58,30,78
8167,Male,30,58,58
8168,Female,40,64,65
8169,Female,29,148,77
8170,Male,44,32,79
8171,Male,39,65,69
8172,Female,49,17,14
8173,Female,66,103,78
8174,Male,44,68,46
8175,Female,19,63,69
8176,Male,62,42,75
8177,Female,50,52,32
8178,Female,43,42,51
8179,Male,45,46,69
8180,Male,36,55,100
8181,Male,60,50,15
8182,Female,22,117,53
8183,Female,50,50,71
8184,Female,37,121,69
8185,Female,47,140,94
8186,Male,62,101,15
8187,Female,25,80,30
8188,Female,55,84,78
8189,Female,34,93,24
8190,Male,61,107,88
8191,Female,18,106,35
8192,Female,20,36,69
8193,Male,63,34,12
8194,Female,43,47,84
8195,Female,48,149,46
8196,Male,25,104,69
8197,Female,60,64,36
8198,Female,63,24,85
8199,Female,25,93,48
8200,Male,52,51,67
8201,Female,56,73,93
8202,Female,45,102,54
8203,Male,68,118,89
8204,Male,21,77,91
8205,Female,33,35,36
8206,Female,30,118,52
8207,Female,37,93,22
8208,Female,68,51,38
8209,Male,22,59,99
8210,Female,54,57,62
8211,Male,37,130,65
8212,Male,41,99,3
8213,Female,53,98,88
8214,Female,51,17,8
8215,Male,62,118,39
8216,Male,65,101,18
8217,Female,51,125,3
8218,Male,36,101,18
8219,Female,34,105,80
8220,Female,22,49,96
8221,Male,42,110,1
8222,Male,35,100,26
8223,Female,67,130,52
8224,Male,25,106,12
8225,Female,44,16,38
8226,Female,32,138,85
8227,Female,62,18,41
8228,Male,30,123,53
8229,Female,33,125,13
8230,Female,39,48,76
8231,Female,37,101,13
8232,Female,30,27,18
8233,Female,37,21,19
8234,Female,19,46,19
8235,Female,52,37,70
8236,Female,64,61,48
8237,Female,36,43,71
8238,Female,62,37,71
8239,Female,54,52,28
8240,Male,23,141,92
8241,Female,31,58,19
8242,Female,21,19,80
8243,Female,39,54,81
8244,Male,68,92,86
8245,Female,56,120,83
8246,Male,53,144,48
8247,Female,51,63,29
8248,Female,44,137,48
8249,Male,24,49,19
8250,Female,20,120,99
8251,Male,64,86,47
8252,Male,50,123,89
8253,Female,19,139,60
8254,Female,59,85,48
8255,Female,33,53,20
8256,Female,42,105,19
8257,Male,32,51,42
8258,Male,41,95,77
8259,Female,32,146,76
8260,Male,48,37,49
8261,Male,31,19,15
8262,Female,31,124,60
8263,Male,23,32,68
8264,Male,31,41,79
8265,Female,34,38,81
8266,Male,35,43,27
8267,Female,37,137,75
8268,Male,68,142,55
8269,Female,34,126,87
8270,Male,33,131,15
8271,Male,57,146,52
8272,Female,56,47,31
8273,Female,69,56,90
8274,Female,49,139,7
8275,Female,61,18,13
8276,Male,26,34,54
8277,Male,44,82,13
8278,Male,63,72,20
8279,Female,69,94,98
8280,Male,50,148,10
8281,Male,27,109,52
8282,Female,34,18,37
8283,Female,66,58,52
8284,Male,66,139,27
8285,Female,53,56,34
8286,Male,34,43,100
8287,Male,35,58,62
8288,Female,69,69,16
8289,Male,40,94,59
8290,Female,51,147,21
8291,Female,25,127,16
8292,Male,30,35,81
8293,Male,40,92,79
8294,Male,37,44,13
8295,Female,39,37,33
8296,Male,64,19,54
8297,Female,69,77,69
8298,Female,40,73,27
8299,Male,58,96,52
8300,Female,52,66,65
8301,Male,20,79,44
8302,Male,51,53,30
8303,Male,50,17,23
8304,Male,63,85,79
8305,Male,34,29,100
8306,Male,62,86,83
8307,Male,36,84,94
8308,Female,47,18,16
8309,Male,40,108,55
8310,Female,32,48,18
8311,Female,31,138,90
8312,Female,19,148,17
8313,Male,56,50,75
8314,Female,66,113,52
8315,Female,35,94,45
8316,Male,23,80,56
8317,Male,49,105,93
8318,Female,38,94,54
8319,Male,57,73,9
8320,Male,45,24,17
8321,Male,44,21,27
8322,Male,19,126,37
8323,Female,50,90,22
8324,Male,33,26,72
8325,Male,56,93,67
8326,Male,39,60,38
8327,Female,60,46,99
8328,Female,64,129,96
8329,Male,30,128,72
8330,Male,19,140,44
8331,Female,31,104,91
8332,Male,55,75,96
8333,Male,58,75,36
8334,Female,45,116,98
8335,Male,24,128,25
8336,Male,35,106,95
8337,Female,58,143,42
8338,Female,53,121,13
8339,Male,58,63,56
8340,Female,53,39,79
8341,Male,61,30,51
8342,Male,21,122,50
8343,Male,47,58,77
8344,Female,41,97,52
8345,Female,37,61,33
8346,Male,63,138,95
8347,Male,48,94,25
8348,Female,41,90,58
8349,Female,24,34,40
8350,Female,43,26,87
8351,Male,30,126,38
8352,Female,25,74,3
8353,Female,22,89,16
8354,Male,61,124,2
8355,Male,30,48,23
8356,Male,46,50,98
8357,Female,37,42,30
8358,Male,31,53,10
8359,Male,49,91,65
8360,Male,67,118,22
8361,Male,44,105,52
8362,Female,42,129,56
8363,Male,69,16,33
8364,Female,21,131,89
8365,Female,38,96,86
8366,Female,35,104,80
8367,Male,56,56,30
8368,Female,32,45,82
8369,Male,55,75,24
8370,Male,65,116,5
8371,Male,69,70,53
8372,Female,41,97,55
8373,Male,25,142,23
8374,Male,45,28,91
8375,Male,38,28,76
8376,Female,33,64,10
8377,Female,33,115,98
8378,Female,52,82,33
8379,Male,34,85,80
8380,Female,26,25,93
8381,Male,52,28,62
8382,Male,69,120,82
8383,Female,46,118,27
8384,Male,56,145,7
8385,Female,35,142,100
8386,Male,29,22,27
8387,Female,36,33,74
8388,Male,65,126,10
8389,Male,39,72,75
8390,Male,66,39,57
8391,Male,69,59,30
8392,Male,32,116,3
8393,Female,18,62,29
8394,Male,19,64,14
8395,Female,25,95,77
8396,Female,39,58,83
8397,Female,42,73,25
8398,Male,19,117,10
8399,Male,68,92,79
8400,Male,26,32,92
8401,Female,26,130,49
8402,Male,30,120,38
8403,Male,23,25,71
8404,Female,47,76,14
8405,Female,32,62,30
8406,Female,68,108,40
8407,Female,32,101,12
8408,Female,67,64,92
8409,Female,24,74,14
8410,Male,28,73,1
8411,Female,57,29,68
8412,Male,55,43,49
8413,Male,57,54,18
8414,Male,19,45,36
8415,Female,68,87,64
8416,Male,65,25,96
8417,Female,56,95,28
8418,Female,27,76,92
8419,Male,61,65,32
8420,Female,34,71,72
8421,Male,24,146,25
8422,Male,57,38,47
8423,Female,56,55,20
8424,Male,21,63,33
8425,Male,52,50,30
8426,Male,68,24,37
8427,Female,64,92,80
8428,Male,53,149,53
8429,Female,48,100,89
8430,Female,42,74,74
8431,Male,58,110,69
8432,Male,30,22,8
8433,Female,35,149,97
8434,Female,38,121,1
8435,Male,65,72,95
8436,Male,18,95,7
8437,Female,53,100,62
8438,Female,67,48,87
8439,Female,25,98,58
8440,Female,69,131,88
8441,Female,65,36,78
8442,Male,38,29,87
8443,Female,60,147,73
8444,Female,69,116,8
8445,Male,38,19,64
8446,Male,44,37,8
8447,Female,36,97,3
8448,Female,40,28,58
8449,Male,68,24,32
8450,Female,67,45,68
8451,Female,68,141,49
8452,Male,60,51,38
8453,Female,52,45,2
8454,Male,57,113,9
8455,Male,69,49,46
8456,Male,68,125,65
8457,Male,59,82,49
8458,Female,65,131,75
8459,Male,22,140,29
8460,Female,69,20,90
8461,Female,58,133,91
8462,Female,25,44,29
8463,Female,28,83,33
8464,Female,33,122,28
8465,Male,56,49,95
8466,Male,64,117,83
8467,Male,41,58,26
8468,Male,38,43,29
8469,Female,69,20,11
8470,Male,40,41,96
8471,Female,66,42,85
8472,Female,55,147,34
8473,Male,64,70,86
8474,Male,25,126,48
8475,Male,24,68,27
8476,Male,19,94,72
8477,Female,47,119,40
8478,Female,30,32,31
8479,Male,40,57,65
8480,Female,46,103,39
8481,Female,55,88,98
8482,Female,54,24,24
8483,Male,37,148,92
8484,Female,50,103,68
8485,Male,46,146,82
8486,Male,67,48,93
8487,Female,32,97,23
8488,Female,40,146,61
8489,Male,59,112,27
8490,Female,20,45,16
8491,Female,54,94,45
8492,Male,46,74,27
8493,Male,62,16,73
8494,Male,25,50,5
8495,Male,39,139,59
8496,Female,46,117,72
8497,Female,19,130,82
8498,Male,58,115,35
8499,Male,66,60,70
8500,Male,67,94,87
8501,Female,62,121,46
8502,Male,18,58,90
8503,Female,61,63,56
8504,Male,37,102,24
8505,Male,69,72,10
8506,Male,38,105,79
8507,Female,54,149,38
8508,Female,25,108,84
8509,Female,44,92,93
8510,Male,64,136,70
8511,Female,52,90,48
8512,Female,23,67,9
8513,Male,62,37,50
8514,Male,61,91,69
8515,Female,36,87,48
8516,Female,35,102,39
8517,Female,18,117,83
8518,Female,42,108,5
8519,Male,44,74,84
8520,Male,24,24,11
8521,Male,61,116,60
8522,Female,59,72,27
8523,Female,46,23,93
8524,Male,48,27,7
8525,Male,61,145,60
8526,Female,60,87,50
8527,Female,53,130,67
8528,Male,36,139,69
8529,Male,23,125,55
8530,Male,42,85,77
8531,Female,48,103,16
8532,Female,26,34,12
8533,Female,37,95,27
8534,Female,27,104,33
8535,Female,54,33,79
8536,Female,44,126,85
8537,Male,30,145,81
8538,Male,58,121,55
8539,Female,19,135,52
8540,Male,67,106,37
8541,Female,38,94,15
8542,Male,50,45,84
8543,Female,41,67,83
8544,Male,61,127,65
8545,Male,59,48,68
8546,Female,51,45,3
8547,Female,26,20,72
8548,Male,19,41,5
8549,Male,47,21,9
8550,Female,39,63,1
8551,Male,63,110,30
8552,Female,28,74,71
8553,Female,60,47,86
8554,Male,34,61,20
8555,Female,53,133,93
8556,Male,30,41,27
8557,Male,24,36,89
8558,Female,33,61,99
8559,Male,50,107,91
8560,Female,62,16,63
8561,Female,18,61,75
8562,Female,28,41,81
8563,Male,23,41,31
8564,Female,37,89,82
8565,Male,52,24,19
8566,Female,61,135,93
8567,Female,54,47,79
8568,Female,58,140,62
8569,Male,43,22,7
8570,Male,29,149,37
8571,Female,47,85,71
8572,Female,45,149,86
8573,Male,44,55,76
8574,Male,59,132,8
8575,Male,36,69,57
8576,Female,22,21,82
8577,Male,22,98,28
8578,Female,58,92,82
8579,Male,44,67,95
8580,Female,45,28,17
8581,Female,43,127,87
8582,Female,44,71,11
8583,Male,69,105,15
8584,Male,66,60,30
8585,Male,59,105,95
8586,Female,38,147,6
8587,Female,18,116,12
8588,Male,45,120,87
8589,Female,65,142,61
8590,Female,32,46,36
8591,Female,34,20,35
8592,Male,43,88,67
8593,Female,37,149,92
8594,Male,42,43,79
8595,Male,30,48,77
8596,Male,50,21,63
8597,Male,42,95,83
8598,Male,25,91,40
8599,Female,22,72,82
8600,Male,23,99,31
8601,Male,40,87,37
8602,Male,69,59,85
8603,Female,47,61,5
8604,Female,31,91,81
8605,Female,40,87,83
8606,Female,28,130,4
8607,Male,48,44,26
8608,Male,23,85,24
8609,Female,28,117,39
8610,Female,30,147,56
8611,Female,29,118,54
8612,Female,19,136,38
8613,Male,52,143,54
8614,Female,53,45,19
8615,Female,34,123,94
8616,Female,45,86,26
8617,Female,45,141,52
8618,Female,39,99,75
8619,Female,55,29,61
8620,Female,24,70,67
8621,Male,32,41,22
8622,Male,49,16,17
8623,Male,28,88,11
8624,Male,41,78,39
8625,Male,20,19,61
8626,Male,47,105,91
8627,Female,23,82,49
8628,Female,19,95,93
8629,Male,31,99,61
8630,Female,58,37,12
8631,Male,35,111,13
8632,Female,68,138,58
8633,Female,61,51,11
8634,Female,48,44,64
8635,Female,30,131,31
8636,Female,43,23,11
8637,Female,61,146,43
8638,Male,29,80,36
8639,Male,35,134,2
8640,Female,26,138,87
8641,Male,66,58,61
8642,Female,38,123,36
8643,Male,65,51,78
8644,Female,66,81,49
8645,Male,57,74,27
8646,Female,60,50,12
8647,Male,41,63,58
8648,Female,51,121,93
8649,Male,25,22,6
8650,Female,61,55,44
8651,Female,50,115,47
8652,Female,40,127,23
8653,Male,30,123,74
8654,Male,66,100,98
8655,Male,31,92,76
8656,Female,31,69,96
8657,Male,33,124,26
8658,Female,66,79,7
8659,Male,55,78,32
8660,Male,56,132,33
8661,Male,43,56,82
8662,Male,43,131,99
8663,Female,18,64,20
8664,Male,49,62,95
8665,Male,32,87,69
8666,Female,69,149,96
8667,Female,38,120,52
8668,Male,35,22,42
8669,Male,47,124,83
8670,Female,30,45,1
8671,Female,41,26,63
8672,Female,47,141,7
8673,Male,19,71,58
8674,Male,36,41,86
8675,Male,64,60,50
8676,Female,61,149,34
8677,Female,64,75,51
8678,Female,42,72,10
8679,Male,67,27,26
8680,Female,31,114,32
8681,Male,23,63,42
8682,Female,29,49,91
8683,Male,37,108,62
8684,Male,40,109,12
8685,Female,47,86,40
8686,Male,47,137,87
8687,Female,55,24,78
8688,Male,47,18,34
8689,Female,58,139,81
8690,Female,47,43,70
8691,Male,53,60,27
8692,Female,66,91,8
8693,Male,51,73,97
8694,Female,33,80,99
